filename,x,y,width,height,class
img6001.jpg,359,14,118,59,gap
img6001.jpg,272,103,116,117,gap
img6002.jpg,155,44,114,100,gap
img6002.jpg,322,45,115,108,gap
img6003.jpg,396,34,125,125,gap
img6003.jpg,278,32,93,92,gap
img6004.jpg,447,133,94,94,gap
img6004.jpg,156,134,113,112,gap
img6005.jpg,364,114,88,67,gap
img6005.jpg,176,79,119,93,gap
img6006.jpg,448,49,92,91,gap
img6006.jpg,317,38,125,128,gap
img6007.jpg,271,123,119,93,gap
img6007.jpg,391,111,97,80,gap
img6008.jpg,184,160,100,105,gap
img6008.jpg,203,27,125,123,gap
img6009.jpg,222,108,102,116,gap
img6009.jpg,325,86,116,107,gap
img6010.jpg,181,140,107,104,gap
img6010.jpg,346,37,119,121,gap
img6011.jpg,185,30,110,138,gap
img6011.jpg,339,120,117,117,gap
img6012.jpg,294,87,95,96,gap
img6012.jpg,429,71,117,117,gap
img6013.jpg,181,92,97,98,gap
img6013.jpg,287,147,106,114,gap
img6014.jpg,355,72,115,108,gap
img6014.jpg,167,49,129,101,gap
img6015.jpg,401,125,127,127,gap
img6015.jpg,278,42,126,80,gap
img6016.jpg,358,68,86,86,gap
img6016.jpg,213,110,99,100,gap
img6017.jpg,409,139,127,127,gap
img6017.jpg,250,24,122,122,gap
img6018.jpg,401,102,119,132,gap
img6018.jpg,267,58,94,94,gap
img6019.jpg,280,47,113,112,gap
img6019.jpg,336,165,95,96,gap
img6020.jpg,281,56,102,102,gap
img6020.jpg,407,59,112,96,gap
img6021.jpg,259,167,97,98,gap
img6021.jpg,396,51,119,113,gap
img6022.jpg,339,130,113,90,gap
img6022.jpg,166,93,129,107,gap
img6023.jpg,383,159,110,99,gap
img6023.jpg,175,87,100,86,gap
img6024.jpg,286,73,117,117,gap
img6024.jpg,414,162,110,106,gap
img6025.jpg,334,25,90,90,gap
img6025.jpg,170,46,106,87,gap
img6026.jpg,177,132,108,109,gap
img6026.jpg,389,133,107,107,gap
img6027.jpg,305,126,65,123,gap
img6027.jpg,179,71,115,102,gap
img6028.jpg,181,21,129,130,gap
img6028.jpg,439,18,109,109,gap
img6029.jpg,371,49,98,98,gap
img6029.jpg,215,39,115,96,gap
img6030.jpg,245,96,97,116,gap
img6030.jpg,426,65,105,111,gap
img6031.jpg,374,57,134,136,gap
img6031.jpg,160,154,80,95,gap
img6032.jpg,286,132,96,76,gap
img6032.jpg,166,125,118,40,gap
img6033.jpg,444,11,101,96,gap
img6033.jpg,171,142,122,122,gap
img6034.jpg,266,111,98,98,gap
img6034.jpg,395,28,96,86,gap
img6035.jpg,274,12,110,108,gap
img6035.jpg,408,147,125,125,gap
img6036.jpg,253,62,118,116,gap
img6036.jpg,397,75,117,107,gap
img6037.jpg,217,73,129,128,gap
img6037.jpg,417,84,118,116,gap
img6038.jpg,210,120,129,130,gap
img6038.jpg,375,137,98,98,gap
img6039.jpg,191,94,66,86,gap
img6039.jpg,421,39,115,143,gap
img6040.jpg,164,99,112,45,gap
img6040.jpg,339,33,98,98,gap
img6041.jpg,191,112,100,99,gap
img6041.jpg,377,175,98,98,gap
img6042.jpg,313,169,102,102,gap
img6042.jpg,178,138,102,102,gap
img6043.jpg,161,141,76,96,gap
img6043.jpg,368,115,125,124,gap
img6044.jpg,220,25,66,86,gap
img6044.jpg,188,113,114,114,gap
img6045.jpg,162,119,74,99,gap
img6045.jpg,288,120,86,86,gap
img6046.jpg,195,79,66,91,gap
img6046.jpg,387,189,96,71,gap
img6047.jpg,460,112,46,136,gap
img6047.jpg,271,95,129,101,gap
img6048.jpg,481,113,54,142,gap
img6048.jpg,327,87,86,86,gap
img6049.jpg,245,11,127,128,gap
img6049.jpg,449,47,91,113,gap
img6050.jpg,217,27,86,86,gap
img6050.jpg,166,143,99,99,gap
img6051.jpg,192,126,119,119,gap
img6051.jpg,323,16,49,100,gap
img6052.jpg,415,26,112,101,gap
img6052.jpg,241,88,110,138,gap
img6053.jpg,361,72,125,125,gap
img6053.jpg,238,154,110,110,gap
img6054.jpg,232,107,97,88,gap
img6054.jpg,451,75,92,86,gap
img6055.jpg,231,62,101,116,gap
img6055.jpg,338,147,118,120,gap
img6056.jpg,161,103,108,99,gap
img6056.jpg,372,147,104,116,gap
img6057.jpg,178,41,88,87,gap
img6057.jpg,359,170,117,89,gap
img6058.jpg,317,152,76,96,gap
img6058.jpg,435,26,88,83,gap
img6059.jpg,443,78,42,125,gap
img6059.jpg,175,138,100,101,gap
img6060.jpg,236,67,146,48,gap
img6060.jpg,228,123,117,123,gap
img6061.jpg,173,50,131,130,gap
img6061.jpg,418,148,86,86,gap
img6062.jpg,314,83,102,102,gap
img6062.jpg,202,66,86,76,gap
img6063.jpg,412,77,125,125,gap
img6063.jpg,166,206,118,59,gap
img6064.jpg,413,152,86,86,gap
img6064.jpg,340,28,98,83,gap
img6065.jpg,424,58,116,116,gap
img6065.jpg,174,54,134,136,gap
img6066.jpg,251,88,97,80,gap
img6066.jpg,413,31,111,112,gap
img6067.jpg,412,26,127,127,gap
img6067.jpg,275,162,86,86,gap
img6068.jpg,182,130,103,126,gap
img6068.jpg,386,78,78,91,gap
img6069.jpg,436,148,88,67,gap
img6069.jpg,214,69,90,113,gap
img6070.jpg,196,16,98,97,gap
img6070.jpg,415,15,113,106,gap
img6071.jpg,271,38,113,112,gap
img6071.jpg,164,162,106,81,gap
img6072.jpg,343,143,90,114,gap
img6072.jpg,444,107,91,101,gap
img6073.jpg,264,50,77,132,gap
img6073.jpg,442,166,105,90,gap
